品种,批发市场,最低价格,最高价格,平均价格,发布时间
韭菜,花,成都龙泉聚和（国际）果蔬交易中心,￥5.50,￥7.50,￥6.60,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,成都龙泉聚和（国际）果蔬交易中心,￥1.50,￥2.50,￥2.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,广州江南果菜批发市场有限责任公司,￥1.50,￥3.80,￥3.20,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,湖南长沙马王堆农产品股份有限公司,￥2.50,￥3.00,￥2.75,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,安徽省淮北市中瑞农产品批发市场,￥0.00,￥0.00,￥1.10,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,青岛城阳蔬菜水产品批发市场,￥2.00,￥3.30,￥2.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,四川广安市邻水县农产品交易中心,￥0.00,￥0.00,￥4.10,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,甘肃临夏市富临农贸市场,￥1.30,￥1.50,￥1.40,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,浙江嘉兴蔬菜批发交易市场,￥1.74,￥2.95,￥2.24,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,安徽阜阳农产品中心批发市场,￥2.00,￥3.50,￥2.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,辽宁鞍山宁远农产品批发市场,￥1.50,￥1.80,￥1.65,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,湖北四季青农贸城,￥2.00,￥2.00,￥2.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,北京顺鑫石门农产品批发市场,￥2.25,￥2.75,￥2.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,吉林白山市星泰批发市场,￥0.00,￥0.00,￥3.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,山西省太原市河西农产品有限公司,￥2.00,￥2.50,￥2.25,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,青藏高原农副产品集散中心,￥1.50,￥2.00,￥1.75,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,佛山中南农产品交易中心,￥2.15,￥3.70,￥3.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,海口市菜篮子江楠农产品批发市场,￥0.00,￥0.00,￥2.36,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,新疆克拉玛依农副产品批发市场,￥3.00,￥3.50,￥3.25,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,呼和浩特市美通首府无公害农产品...,￥0.00,￥0.00,￥2.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,安徽砀山农产品中心惠丰批发市场,￥0.00,￥0.00,￥3.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,天津何庄子鲜活农产品中心批发市场,￥2.00,￥2.50,￥2.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,苏州市南环桥农副产品批发市场,￥1.60,￥2.20,￥1.90,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,天津韩家墅农产品批发市场,￥1.50,￥3.00,￥2.25,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,通海县金山蔬菜批发市场,￥2.00,￥2.50,￥2.30,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,河北怀来县京西果菜批发市场,￥2.25,￥0.00,￥2.25,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,张北县坝上蔬菜产业有限公司,￥2.30,￥2.50,￥2.40,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,新疆兵团农二师库尔勒市孔雀农副...,￥3.25,￥4.00,￥3.62,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,山东淄博市鲁中蔬菜批发市场,￥0.00,￥0.00,￥1.60,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,辽宁阜新市蔬菜批发市场,￥1.50,￥2.50,￥2.30,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,江苏无锡朝阳农产品大市场,￥0.00,￥0.00,￥1.46,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,平凉新阳光陇东农副产品批发交易...,￥3.00,￥4.00,￥3.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,重庆市西三街农副水产品市场,￥5.00,￥7.00,￥6.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,湖北武汉白沙洲农副产品大市场,￥2.10,￥2.25,￥2.17,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,花,湖北武汉白沙洲农副产品大市场,￥7.25,￥7.50,￥7.37,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,安徽六安市裕安区紫竹林农产品批...,￥1.60,￥3.50,￥2.25,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,浙江省嘉善县浙北果蔬批发交易中心,￥1.80,￥3.00,￥2.40,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,马鞍山市安民农副产品批发交易中心,￥1.70,￥2.50,￥2.10,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,山东章丘刁镇蔬菜批发市场,￥1.00,￥1.70,￥1.20,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,山西太原丈子头农产品物流园（原...,￥1.70,￥2.00,￥1.85,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,甘肃武山县蔬菜事业管理局,￥1.60,￥1.70,￥1.65,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,河南万邦国际农产品物流股份有限...,￥1.00,￥1.50,￥1.25,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,安徽天长市永福农副产品批发市场,￥2.50,￥3.00,￥2.75,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,北京岳各庄批发市场,￥2.30,￥2.70,￥2.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,花,江西九江浔阳蔬菜批发大市场,￥10.00,￥12.00,￥11.00,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,江西九江浔阳蔬菜批发大市场,￥2.30,￥3.00,￥2.60,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,周口市黄淮港农产品批发市场有限...,￥1.30,￥1.50,￥1.30,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,咸阳新阳光西北农副产品交易中心,￥1.40,￥2.10,￥1.85,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p4.html
韭菜,甘肃天水市瀛池果菜批发市场,￥2.50,￥3.00,￥2.80,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,湖北浠水县城北农产品批发市场,￥3.70,￥4.50,￥4.10,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,山西运城市蔬菜批发市场,￥1.30,￥2.00,￥1.35,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,新疆九鼎恒兴蔬菜经营管理有限公司,￥1.50,￥2.00,￥1.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,山西汾阳市晋阳农副产品批发市场,￥0.00,￥0.00,￥2.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,黑龙江鹤岗市万圃源蔬菜有限责任...,￥3.50,￥3.50,￥3.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,辽宁省朝阳果菜批发市场,￥1.40,￥1.80,￥1.60,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,大连市双兴综合批发市场,￥3.00,￥3.50,￥3.25,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,青岛莱西市东庄头蔬菜批发市场服...,￥1.00,￥1.60,￥1.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,山东威海市农副产品批发市场,￥1.50,￥2.00,￥2.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,浙江宁波市蔬菜副食品批发交易市场,￥2.15,￥2.85,￥2.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,甘肃陇西清吉洋芋批发市场,￥3.50,￥3.75,￥3.62,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,山西临汾尧丰农副产品批发市场,￥0.00,￥0.00,￥2.10,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,湖北鄂州市蟠龙农产品批发市场,￥3.50,￥4.00,￥3.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,南京农副产品物流中心,￥1.95,￥2.15,￥2.05,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,安徽安庆市龙狮桥蔬菜批发市场,￥1.50,￥2.50,￥2.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,陕西泾阳县云阳蔬菜批发市场,￥2.00,￥2.00,￥2.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,三门峡金河农产品批发交易中心,￥1.50,￥1.90,￥1.70,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,山东宁津县东崔蔬菜批发市场,￥0.50,￥1.00,￥0.75,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,青岛市抚顺路蔬菜副食品批发市场,￥1.50,￥2.00,￥1.70,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,包头市友谊蔬菜批发市场,￥3.00,￥3.00,￥3.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,甘肃金昌市金川农产品综合批发市场,￥2.50,￥3.00,￥2.75,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,江西乐平市蔬菜批发市场,￥1.50,￥1.90,￥1.70,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,南昌深圳农产品中心批发市场有限...,￥2.00,￥2.30,￥2.20,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
韭菜,广东汕头农副产品批发中心市场,￥2.30,￥3.70,￥3.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p5.html
品种,批发市场,最低价格,最高价格,平均价格,发布时间
韭菜,山西省新绛县蔬菜批发市场,￥1.50,￥1.50,￥1.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,新疆焉耆光明农副产品批发市场,￥2.50,￥3.25,￥3.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,福建福鼎闽浙边界农贸中心市场,￥2.70,￥3.00,￥2.90,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,山西阳泉蔬菜瓜果批发交易市场,￥0.00,￥0.00,￥2.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,江西永丰县农产品批发中心市场,￥0.00,￥0.00,￥2.70,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,晋城市绿盛农工商实业有限公司农...,￥2.50,￥2.50,￥2.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,重庆双福国际农贸城,￥2.50,￥3.00,￥2.75,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,河南金牛大别山农产品现代物流中心,￥1.50,￥6.50,￥2.35,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,北京新发地批发市场,￥1.60,￥2.00,￥1.80,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,内蒙赤峰西城市场,￥2.20,￥2.40,￥2.30,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,红星实业集团有限公司红星农副产...,￥2.56,￥3.07,￥2.82,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,新疆绿珠九鼎农产品经营管理有限...,￥1.50,￥0.00,￥1.75,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,新疆通汇蔬菜瓜果批发市场,￥2.00,￥5.25,￥2.10,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,浙中农副产品物流中心,￥1.00,￥3.30,￥2.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,甘肃酒泉春光农产品市场有限责任...,￥3.00,￥3.20,￥3.10,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,北京昌平水屯批发市场,￥2.00,￥3.00,￥2.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,甘肃邦农农产品批发市场,￥2.80,￥3.00,￥2.90,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,哈尔滨哈达农副产品股份有限公司,￥1.80,￥2.50,￥2.15,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,天津市南开区红旗农贸综合批发市场,￥1.80,￥2.30,￥2.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,河北馆陶金凤禽蛋批发市场,￥1.50,￥1.50,￥1.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,天津武清大沙河批发市场,￥1.50,￥2.60,￥2.05,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,北园春农贸批发市场,￥2.00,￥3.00,￥2.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,江苏凌家塘农副产品批发市场,￥1.75,￥3.50,￥2.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,北京大洋路农副产品批发市场,￥2.50,￥3.00,￥2.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,兰州国际高原夏菜副食品采购中心,￥1.35,￥1.50,￥1.39,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p1.html
韭菜,河北乐亭冀东果菜批发市场,￥1.00,￥2.00,￥1.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,四川南充川北农产品批发市场,￥2.50,￥3.00,￥2.75,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,安徽亳州市农产品有限责任公司,￥0.00,￥0.00,￥1.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,山东滨州市滨城区(六街)鲁北无...,￥0.00,￥0.00,￥1.80,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,山西晋城绿欣农产品批发市场,￥2.60,￥2.70,￥2.65,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,石家庄国际农产品批发交易中心,￥1.30,￥2.00,￥1.65,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,天津市金钟蔬菜批发市场,￥1.50,￥2.50,￥1.70,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,海南凤翔蔬菜批发市场,￥0.00,￥0.00,￥1.90,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,河北三河市建兴农副产品批发市场,￥0.00,￥0.00,￥3.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,甘肃武威昊天农产品交易市场,￥2.30,￥2.50,￥2.40,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,甘肃庆阳市西郊蔬菜瓜果批发市场,￥2.50,￥3.00,￥2.70,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,吴忠市鑫鲜农副产品市场有限公司,￥1.00,￥7.00,￥1.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,鄂尔多斯市万家惠农贸市场,￥3.90,￥4.10,￥4.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,上海农产品中心批发市场,￥1.80,￥2.00,￥1.90,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,山西长治市紫坊农产品综合交易市场,￥1.30,￥1.50,￥1.40,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,内蒙古呼和浩特市东瓦窑农副产品...,￥3.00,￥3.80,￥3.20,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,宁夏海吉星国际农产品物流有限公司,￥0.00,￥0.00,￥1.70,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,安徽舒城蔬菜批发市场,￥0.00,￥0.00,￥2.40,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,襄阳市洪沟农副产品有限公司,￥0.00,￥0.00,￥2.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,西安市朱雀农产品交易中心,￥1.00,￥2.10,￥1.55,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,甘肃定西市安定区马铃薯综合交易...,￥0.50,￥1.00,￥0.75,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,天津西青当城无公害农副产品批发...,￥1.60,￥2.00,￥1.80,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,广西新柳邕农产品批发市场有限公司,￥1.50,￥1.90,￥1.70,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,云南昆明王旗营蔬菜批发市场,￥0.00,￥0.00,￥1.40,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,花,云南昆明王旗营蔬菜批发市场,￥0.00,￥0.00,￥4.50,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p2.html
韭菜,江苏宜兴蔬菜副食品批发市场,￥2.00,￥2.50,￥2.25,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,成都市农产品中心批发市场,￥3.00,￥4.00,￥3.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,花,成都龙泉聚和（国际）果蔬交易中心,￥5.50,￥7.50,￥6.60,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,成都龙泉聚和（国际）果蔬交易中心,￥1.50,￥2.50,￥2.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,广州江南果菜批发市场有限责任公司,￥1.50,￥3.80,￥3.20,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,湖南长沙马王堆农产品股份有限公司,￥2.50,￥3.00,￥2.75,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,安徽省淮北市中瑞农产品批发市场,￥0.00,￥0.00,￥1.10,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,青岛城阳蔬菜水产品批发市场,￥2.00,￥3.30,￥2.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,四川广安市邻水县农产品交易中心,￥0.00,￥0.00,￥4.10,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,甘肃临夏市富临农贸市场,￥1.30,￥1.50,￥1.40,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,浙江嘉兴蔬菜批发交易市场,￥1.74,￥2.95,￥2.24,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,安徽阜阳农产品中心批发市场,￥2.00,￥3.50,￥2.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,辽宁鞍山宁远农产品批发市场,￥1.50,￥1.80,￥1.65,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,湖北四季青农贸城,￥2.00,￥2.00,￥2.00,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
韭菜,北京顺鑫石门农产品批发市场,￥2.25,￥2.75,￥2.50,2024-03-31,http://price.cnveg.com/select/st%E9%9F%AD%E8%8F%9Cy2024m3d-1cta-1by-1p3.html
